s,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",24-02-2026 15:00,21.371751,81.664929,PM2.5,42,119,73
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",24-02-2026 15:00,22.06631475,83.33820077,OZONE,4,131,50
India,Delhi,Delhi,"Alipur, Delhi - DPCC",24-02-2026 15:00,28.815329,77.15301,PM10,92,426,233
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",24-02-2026 15:00,25.859655,85.77944,SO2,NA,NA,NA
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",24-02-2026 15:00,25.859655,85.77944,CO,1,2,1
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",24-02-2026 15:00,24.952822,84.002396,CO,40,84,50
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",24-02-2026 15:00,26.2271665,84.3570427,PM10,45,121,79
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",24-02-2026 15:00,25.599486,85.113666,SO2,2,9,6
India,Bihar,Patna,"Samanpura, Patna - BSPCB",24-02-2026 15:00,25.596727,85.085624,OZONE,7,125,62
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",24-02-2026 15:00,25.0328,85.41948,OZONE,24,29,26
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",24-02-2026 15:00,26.63086,84.90051,NO2,4,10,6
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",24-02-2026 15:00,26.11442,85.39813,PM2.5,51,220,134
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",24-02-2026 15:00,26.11442,85.39813,CO,18,75,33
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",24-02-2026 15:00,21.194815,81.31477,NH3,1,2,2
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",24-02-2026 15:00,21.194815,81.31477,OZONE,2,35,16
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",24-02-2026 15:00,21.185571,81.343175,SO2,NA,NA,NA
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",24-02-2026 15:00,25.892357,86.590325,CO,36,44,40
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",24-02-2026 15:00,25.859655,85.77944,PM2.5,NA,NA,NA
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",24-02-2026 15:00,30.735567,76.775714,PM10,41,101,77
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",24-02-2026 15:00,30.735567,76.775714,NO2,27,160,63
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",24-02-2026 15:00,30.735567,76.775714,CO,62,108,82
India,Delhi,Delhi,"Narela, Delhi - DPCC",24-02-2026 15:00,28.822836,77.101981,PM2.5,65,354,222
India,Delhi,Delhi,"Narela, Delhi - DPCC",24-02-2026 15:00,28.822836,77.101981,SO2,6,19,11
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",24-02-2026 15:00,28.6573814,77.1585447,OZONE,11,301,173
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",24-02-2026 15:00,28.530785,77.271255,PM2.5,63,342,225
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",24-02-2026 15:00,28.530785,77.271255,NO2,26,121,74
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",24-02-2026 15:00,28.530785,77.271255,CO,22,142,64
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",24-02-2026 15:00,28.530785,77.271255,OZONE,4,282,282
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",24-02-2026 15:00,28.623763,77.287209,PM10,111,361,208
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",24-02-2026 15:00,28.674045,77.131023,PM2.5,37,391,244
India,Delhi,Delhi,"DTU, Delhi - CPCB",24-02-2026 15:00,28.7500499,77.1112615,NO2,42,81,47
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",24-02-2026 15:00,28.5710274,77.0719006,OZONE,10,165,50
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD",24-02-2026 15:00,28.5627763,77.1180053,PM10,93,403,248
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD",24-02-2026 15:00,28.5627763,77.1180053,OZONE,4,77,29
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",24-02-2026 15:00,28.6811736,77.3025234,PM2.5,90,262,150
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",24-02-2026 15:00,28.6811736,77.3025234,NH3,8,14,10
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",24-02-2026 15:00,28.695381,77.181665,CO,2,130,43
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",24-02-2026 15:00,28.4706914,77.1099364,PM2.5,55,291,162
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",24-02-2026 15:00,28.4706914,77.1099364,NO2,10,123,61
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",24-02-2026 15:00,28.5512005,77.2735737,PM2.5,40,331,218
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",24-02-2026 15:00,28.656756,77.227234,PM2.5,82,324,236
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",24-02-2026 15:00,28.656756,77.227234,PM10,95,412,222
India,Delhi,Delhi,"Mundka, Delhi - DPCC",24-02-2026 15:00,28.684678,77.076574,NO2,74,168,116
India,Delhi,Delhi,"Mundka, Delhi - DPCC",24-02-2026 15:00,28.684678,77.076574,NH3,8,15,12
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",24-02-2026 15:00,28.60909,77.0325413,PM2.5,124,152,133
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",24-02-2026 15:00,28.570173,76.933762,PM2.5,52,333,184
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",24-02-2026 15:00,28.570173,76.933762,SO2,17,85,22
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",24-02-2026 15:00,28.570173,76.933762,CO,2,109,27
India,Delhi,Delhi,"Pusa, Delhi - DPCC",24-02-2026 15:00,28.639652,77.146275,NH3,8,22,16
India,Delhi,Delhi,"Pusa, Delhi - IMD",24-02-2026 15:00,28.63611,77.173332,PM2.5,64,306,207
India,Delhi,Delhi,"Pusa, Delhi - IMD",24-02-2026 15:00,28.63611,77.173332,NO2,39,207,120
India,Delhi,Delhi,"Pusa, Delhi - IMD",24-02-2026 15:00,28.63611,77.173332,CO,NA,NA,NA
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",24-02-2026 15:00,28.563262,77.186937,OZONE,6,177,156
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD",24-02-2026 15:00,28.5918245,77.2273074,PM2.5,52,253,126
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",24-02-2026 15:00,28.611281,77.237738,PM10,89,336,210
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",24-02-2026 15:00,28.611281,77.237738,SO2,17,32,23
India,Delhi,Delhi,"Alipur, Delhi - DPCC",24-02-2026 15:00,28.815329,77.15301,SO2,8,15,11
India,Delhi,Delhi,"Alipur, Delhi - DPCC",24-02-2026 15:00,28.815329,77.15301,CO,26,72,50
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",24-02-2026 15:00,28.647622,77.315809,PM2.5,57,426,288
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",24-02-2026 15:00,28.73282,77.170633,PM2.5,68,434,281
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",24-02-2026 15:00,28.73282,77.170633,PM10,116,429,251
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",24-02-2026 15:00,28.73282,77.170633,NO2,36,114,87
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",24-02-2026 15:00,28.636429,77.201067,PM10,75,348,179
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",24-02-2026 15:00,23.221714,72.654328,SO2,6,12,9
India,Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro",24-02-2026 15:00,23.59315,72.372792,PM10,44,181,89
India,Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro",24-02-2026 15:00,23.59315,72.372792,NO2,26,41,33
India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association",24-02-2026 15:00,22.410802,73.097923,PM2.5,55,316,175
India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association",24-02-2026 15:00,22.410802,73.097923,NO2,6,297,89
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ",24-02-2026 15:00,22.248853,70.776774,PM10,90,215,141
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ",24-02-2026 15:00,22.248853,70.776774,NH3,2,4,3
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ",24-02-2026 15:00,22.248853,70.776774,SO2,12,127,56
India,Gujarat,Surat,"Katargam, Surat - Nexteng Enviro",24-02-2026 15:00,21.217779,72.834787,PM2.5,47,322,165
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro",24-02-2026 15:00,22.320153,73.216285,PM2.5,37,234,96
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",24-02-2026 15:00,23.002657,72.591912,PM10,84,222,130
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",24-02-2026 15:00,23.002657,72.591912,NO2,92,101,93
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",24-02-2026 15:00,23.002657,72.591912,CO,4,38,17
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",24-02-2026 15:00,23.002657,72.591912,OZONE,36,100,62
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",24-02-2026 15:00,23.020509,72.579261,CO,10,68,30
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",24-02-2026 15:00,23.020509,72.579261,OZONE,1,72,32
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",24-02-2026 15:00,23.016834,72.625775,PM10,78,193,146
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",24-02-2026 15:00,23.016834,72.625775,CO,1,46,2
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",24-02-2026 15:00,23.041137,72.456691,PM2.5,91,200,158
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",24-02-2026 15:00,23.041137,72.456691,NO2,15,76,43
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",24-02-2026 15:00,23.023389,72.515201,PM10,88,194,140
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",24-02-2026 15:00,23.023389,72.515201,CO,22,130,54
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",24-02-2026 15:00,28.531346,77.190156,PM2.5,60,243,125
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",24-02-2026 15:00,28.531346,77.190156,NH3,2,7,4
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",24-02-2026 15:00,28.672342,77.31526,CO,45,111,65
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",24-02-2026 15:00,28.699793,77.165453,SO2,1,13,9
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",24-02-2026 15:00,28.699793,77.165453,CO,63,106,78
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",24-02-2026 15:00,23.107969,72.574648,CO,22,73,38
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",24-02-2026 15:00,22.977134,72.553024,PM2.5,57,311,148
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",24-02-2026 15:00,23.076793,72.627874,NO2,10,105,53
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",24-02-2026 15:00,21.613267,73.010555,NO2,14,19,15
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",24-02-2026 15:00,23.163798,72.677768,NO2,17,87,49
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",24-02-2026 15:00,23.163798,72.677768,OZONE,2,96,22
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",24-02-2026 15:00,23.243639,72.68994,PM2.5,56,217,115
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",24-02-2026 15:00,23.243639,72.68994,NO2,6,38,17
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",24-02-2026 15:00,23.243639,72.68994,NH3,4,16,8
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro",24-02-2026 15:00,22.320153,73.216285,SO2,8,27,15
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",24-02-2026 15:00,22.969611,72.6435,NH3,1,8,4
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",24-02-2026 15:00,30.379589,76.778328,PM10,73,115,91
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",24-02-2026 15:00,28.6701,76.9254,NO2,13,14,13
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",24-02-2026 15:00,28.6701,76.9254,CO,46,52,49
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",24-02-2026 15:00,28.806223,76.141105,SO2,1,11,5
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",24-02-2026 15:00,28.806223,76.141105,CO,8,14,12
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",24-02-2026 15:00,28.593883,76.270653,OZONE,13,18,16
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",24-02-2026 15:00,28.2068,76.7997,CO,54,103,63
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",24-02-2026 15:00,28.39072,77.30059,NO2,22,26,25
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",24-02-2026 15:00,28.376058,77.315741,PM2.5,55,478,273
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",24-02-2026 15:00,28.6514781,77.1473105,CO,6,109,55
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",24-02-2026 15:00,28.5504249,77.2159377,NH3,5,13,11
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",24-02-2026 15:00,28.806223,76.141105,PM2.5,13,396,67
India,Jammu_and_Kashmir,Srinagar,"Khunmoh, Srinagar - JKPCC",24-02-2026 15:00,34.06313,74.96017,SO2,2,5,4
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB",24-02-2026 15:00,23.80569,86.44268,PM2.5,8,324,87
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB",24-02-2026 15:00,23.80569,86.44268,OZONE,1,36,19
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",24-02-2026 15:00,12.9135218,77.5950804,CO,46,58,49
India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB",24-02-2026 15:00,12.9352049,77.6814488,PM10,90,165,117
India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB",24-02-2026 15:00,12.9352049,77.6814488,SO2,2,6,5
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",24-02-2026 15:00,12.951913,77.539784,PM2.5,18,85,43
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",24-02-2026 15:00,12.951913,77.539784,NH3,3,9,5
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",24-02-2026 15:00,12.951913,77.539784,CO,7,75,29
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",24-02-2026 15:00,12.9756843,77.5660749,PM10,NA,NA,NA
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM",24-02-2026 15:00,28.3153,76.9143,NH3,NA,NA,NA
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM",24-02-2026 15:00,28.3153,76.9143,SO2,NA,NA,NA
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM",24-02-2026 15:00,28.3153,76.9143,OZONE,21,192,129
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ",24-02-2026 15:00,30.7057778,76.85318056,PM2.5,10,64,32
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ",24-02-2026 15:00,30.7057778,76.85318056,SO2,14,15,15
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ",24-02-2026 15:00,30.7057778,76.85318056,OZONE,2,9,3
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",24-02-2026 15:00,29.432304,76.972765,NO2,31,32,31
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB",24-02-2026 15:00,28.52123,76.37138,NO2,10,12,12
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB",24-02-2026 15:00,28.52123,76.37138,SO2,10,13,11
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",24-02-2026 15:00,29.5364,75.0158,NH3,2,15,13
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",24-02-2026 15:00,29.966942,76.875879,SO2,1,15,6
India,Haryana,Mandikhera,"General Hospital, Mandikhera(Nuh) - HSPCB",24-02-2026 15:00,27.9002,76.9938,NH3,13,14,13
India,Haryana,Mandikhera,"General Hospital, Mandikhera(Nuh) - HSPCB",24-02-2026 15:00,27.9002,76.9938,SO2,33,37,35
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",24-02-2026 15:00,28.060249,76.113115,NH3,9,17,13
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",24-02-2026 15:00,28.060249,76.113115,SO2,5,6,6
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",24-02-2026 15:00,28.060249,76.113115,OZONE,3,23,11
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB",24-02-2026 15:00,12.921418,77.502466,OZONE,22,24,23
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB",24-02-2026 15:00,12.990328,77.5431385,SO2,6,11,7
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB",24-02-2026 15:00,12.990328,77.5431385,CO,5,57,29
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB",24-02-2026 15:00,13.0246342,77.5080115,SO2,3,7,5
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",24-02-2026 15:00,11.55358,76.55521,PM10,26,66,51
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",24-02-2026 15:00,28.4417,77.3217,SO2,6,6,6
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",24-02-2026 15:00,29.503664,75.467934,PM10,10,47,19
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",24-02-2026 15:00,28.422681,77.148944,NO2,16,79,46
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",24-02-2026 15:00,28.4227,77.0667,NO2,6,15,9
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",24-02-2026 15:00,28.4227,77.0667,SO2,3,11,7
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",24-02-2026 15:00,13.029152,77.585901,SO2,10,19,14
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",24-02-2026 15:00,12.920984,77.584908,NH3,2,3,2
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",24-02-2026 15:00,12.920984,77.584908,CO,6,82,32
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",24-02-2026 15:00,12.7816279,77.6299145,NH3,3,3,3
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",24-02-2026 15:00,13.0270199,77.494094,PM2.5,18,56,33
India,Haryana,Jind,"Police Lines, Jind - HSPCB",24-02-2026 15:00,29.307814,76.337619,OZONE,2,32,19
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",24-02-2026 15:00,29.8006,76.4155,SO2,17,21,19
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",24-02-2026 15:00,29.6953,77.0027,SO2,1,10,8
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",24-02-2026 15:00,29.966942,76.875879,NO2,17,22,19
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",24-02-2026 15:00,29.0272,77.0621,PM2.5,55,265,136
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",24-02-2026 15:00,29.0272,77.0621,NH3,11,11,11
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",24-02-2026 15:00,29.0272,77.0621,OZONE,25,26,26
India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",24-02-2026 15:00,30.943887,76.801991,CO,41,105,72
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",24-02-2026 15:00,29.14056,75.744941,NH3,10,11,11
India,Haryana,Jind,"Police Lines, Jind - HSPCB",24-02-2026 15:00,29.307814,76.337619,PM2.5,88,310,170
India,Haryana,Jind,"Police Lines, Jind - HSPCB",24-02-2026 15:00,29.307814,76.337619,PM10,75,159,109
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB",24-02-2026 15:00,8.8787,76.6073,CO,14,17,16
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB",24-02-2026 15:00,8.5637,76.8865,PM10,29,104,67
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",24-02-2026 15:00,8.5149093,76.9435879,PM10,36,74,50
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",24-02-2026 15:00,8.5149093,76.9435879,CO,12,32,18
India,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",24-02-2026 15:00,23.264759,77.381568,NH3,4,6,5
India,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",24-02-2026 15:00,23.264759,77.381568,SO2,10,13,11
India,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",24-02-2026 15:00,23.264759,77.381568,OZONE,28,53,48
India,Madhya Pradesh,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",24-02-2026 15:00,23.210494,77.425409,PM2.5,17,160,65
India,Madhya Pradesh,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",24-02-2026 15:00,23.210494,77.425409,PM10,37,205,100
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",24-02-2026 15:00,12.21041,76.37376,NO2,13,29,20
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",24-02-2026 15:00,12.21041,76.37376,SO2,2,6,4
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",24-02-2026 15:00,12.21041,76.37376,CO,16,108,24
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",24-02-2026 15:00,12.733409,77.298051,PM10,35,109,78
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",24-02-2026 15:00,12.733409,77.298051,NO2,34,62,51
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",24-02-2026 15:00,12.733409,77.298051,CO,9,50,28
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB",24-02-2026 15:00,16.7602,77.1428,NO2,7,19,12
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB",24-02-2026 15:00,16.7602,77.1428,SO2,1,22,13
India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB",24-02-2026 15:00,10.073232,76.302765,PM10,51,91,68
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB",24-02-2026 15:00,11.875,75.3732,NO2,14,18,15
India,Madhya Pradesh,Indore,"Airport Area, Indore - IMC",24-02-2026 15:00,22.7289,75.8076,SO2,2,22,7
India,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",24-02-2026 15:00,22.431,75.5213,NO2,41,167,134
India,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",24-02-2026 15:00,22.431,75.5213,SO2,15,35,23
India,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",24-02-2026 15:00,22.431,75.5213,OZONE,1,32,15
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",24-02-2026 15:00,17.336318,76.847397,PM2.5,27,42,34
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",24-02-2026 15:00,17.336318,76.847397,SO2,3,4,3
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB",24-02-2026 15:00,12.415911,75.73505,PM10,24,46,37
India,Madhya Pradesh,Gwalior,"Maharaj Bada, Gwalior - MPPCB",24-02-2026 15:00,26.200388,78.147714,PM10,65,221,107
India,Madhya Pradesh,Gwalior,"Maharaj Bada, Gwalior - MPPCB",24-02-2026 15:00,26.200388,78.147714,NH3,4,4,4
India,Madhya Pradesh,Indore,"Airport Area, Indore - IMC",24-02-2026 15:00,22.7289,75.8076,NO2,3,235,119
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",24-02-2026 15:00,13.428828,77.731418,SO2,7,32,16
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",24-02-2026 15:00,13.428828,77.731418,OZONE,22,29,26
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB",24-02-2026 15:00,15.459706,75.008381,PM10,62,142,94
India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",24-02-2026 15:00,22.9682591,76.064118,NO2,51,122,106
India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",24-02-2026 15:00,22.9682591,76.064118,SO2,26,99,50
India,Madhya Pradesh,Gwalior,"City Center, Gwalior - MPPCB",24-02-2026 15:00,26.203442,78.193251,SO2,11,24,16
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB",24-02-2026 15:00,15.3714823,75.1160168,PM10,58,70,60
India,Madhya Pradesh,Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB",24-02-2026 15:00,23.10844,77.511428,OZONE,2,103,20
India,Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",24-02-2026 15:00,22.624758,75.675238,PM10,72,339,154
India,Madhya Pradesh,Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab",24-02-2026 15:00,23.331731,75.045981,PM2.5,4,332,62
India,Madhya Pradesh,Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab",24-02-2026 15:00,23.331731,75.045981,NO2,14,47,24
India,Madhya Pradesh,Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab",24-02-2026 15:00,23.331731,75.045981,SO2,36,68,40
India,Madhya Pradesh,Sagar,"Civil Lines, Sagar - MPPCB",24-02-2026 15:00,23.838586,78.759431,PM2.5,18,79,48
