s,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",24-02-2026 15:00,23.221714,72.654328,OZONE,3,44,15
India,Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro",24-02-2026 15:00,23.59315,72.372792,CO,110,116,113
India,Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro",24-02-2026 15:00,23.59315,72.372792,OZONE,9,23,13
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",24-02-2026 15:00,23.107969,72.574648,SO2,11,43,24
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",24-02-2026 15:00,22.977134,72.553024,NH3,3,56,18
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",24-02-2026 15:00,23.002657,72.591912,PM2.5,64,315,124
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",24-02-2026 15:00,23.020509,72.579261,NO2,20,207,103
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",24-02-2026 15:00,23.016834,72.625775,NH3,4,7,6
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",24-02-2026 15:00,30.379589,76.778328,NO2,8,11,10
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",24-02-2026 15:00,30.379589,76.778328,NH3,7,8,8
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",24-02-2026 15:00,30.379589,76.778328,OZONE,17,24,19
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",24-02-2026 15:00,28.6701,76.9254,PM2.5,70,337,251
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",24-02-2026 15:00,23.023389,72.515201,NH3,5,28,13
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",24-02-2026 15:00,23.023389,72.515201,SO2,5,17,11
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",24-02-2026 15:00,21.613267,73.010555,PM10,65,184,106
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",24-02-2026 15:00,21.613267,73.010555,NH3,5,6,5
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",24-02-2026 15:00,20.362421,72.918013,PM2.5,16,93,59
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",24-02-2026 15:00,20.362421,72.918013,PM10,28,91,62
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",24-02-2026 15:00,20.362421,72.918013,NO2,18,30,21
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",24-02-2026 15:00,22.969611,72.6435,NO2,1,60,34
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",24-02-2026 15:00,28.6514781,77.1473105,NO2,47,175,96
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",24-02-2026 15:00,28.6514781,77.1473105,SO2,12,25,18
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",24-02-2026 15:00,28.5504249,77.2159377,CO,23,116,87
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",24-02-2026 15:00,28.5504249,77.2159377,OZONE,12,34,16
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",24-02-2026 15:00,28.3419248,77.319699,OZONE,10,14,9
India,Haryana,Mandikhera,"General Hospital, Mandikhera(Nuh) - HSPCB",24-02-2026 15:00,27.9002,76.9938,NO2,19,23,21
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",24-02-2026 15:00,28.360699,76.93609,PM2.5,61,456,278
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",24-02-2026 15:00,28.360699,76.93609,PM10,56,434,212
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",24-02-2026 15:00,28.360699,76.93609,NH3,10,12,11
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",24-02-2026 15:00,28.360699,76.93609,SO2,5,16,10
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",24-02-2026 15:00,28.360699,76.93609,OZONE,4,23,14
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",24-02-2026 15:00,28.060249,76.113115,CO,62,87,79
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",24-02-2026 15:00,28.1485564,77.3320667,PM10,51,100,74
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM",24-02-2026 15:00,28.3153,76.9143,PM10,NA,NA,NA
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM",24-02-2026 15:00,28.3153,76.9143,NO2,NA,NA,NA
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM",24-02-2026 15:00,28.3153,76.9143,CO,4,12,12
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",24-02-2026 15:00,29.14056,75.744941,PM2.5,37,119,72
India,Haryana,Jind,"Police Lines, Jind - HSPCB",24-02-2026 15:00,29.307814,76.337619,SO2,2,17,5
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",24-02-2026 15:00,29.8006,76.4155,PM2.5,63,114,83
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",24-02-2026 15:00,29.8006,76.4155,CO,13,69,41
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",24-02-2026 15:00,29.6953,77.0027,PM2.5,97,324,207
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",24-02-2026 15:00,29.6953,77.0027,NH3,6,7,6
India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",24-02-2026 15:00,30.943887,76.801991,PM2.5,80,327,165
India,Jammu_and_Kashmir,Srinagar,"Khunmoh, Srinagar - JKPCC",24-02-2026 15:00,34.06313,74.96017,PM2.5,15,38,26
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB",24-02-2026 15:00,23.80569,86.44268,CO,3,54,8
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",24-02-2026 15:00,12.9135218,77.5950804,PM2.5,75,93,84
India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB",24-02-2026 15:00,12.9352049,77.6814488,CO,36,38,36
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",24-02-2026 15:00,12.951913,77.539784,SO2,1,34,14
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",24-02-2026 15:00,12.951913,77.539784,OZONE,14,218,176
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",24-02-2026 15:00,12.9756843,77.5660749,SO2,NA,NA,NA
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",24-02-2026 15:00,13.029152,77.585901,CO,3,18,13
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",24-02-2026 15:00,13.029152,77.585901,OZONE,6,62,25
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",24-02-2026 15:00,12.920984,77.584908,SO2,1,12,8
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",24-02-2026 15:00,12.7816279,77.6299145,PM2.5,38,442,87
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",24-02-2026 15:00,12.7816279,77.6299145,SO2,19,20,20
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",24-02-2026 15:00,13.0270199,77.494094,PM10,71,110,84
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",24-02-2026 15:00,13.0270199,77.494094,NO2,19,30,26
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",24-02-2026 15:00,13.0270199,77.494094,NH3,3,5,4
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",24-02-2026 15:00,28.4227,77.0667,PM10,105,500,298
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",24-02-2026 15:00,28.4227,77.0667,CO,20,112,81
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",24-02-2026 15:00,28.4275,77.1465,PM10,131,379,191
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",24-02-2026 15:00,28.4275,77.1465,NO2,37,77,55
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",24-02-2026 15:00,28.4275,77.1465,SO2,6,102,18
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",24-02-2026 15:00,28.4275,77.1465,CO,48,110,107
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",24-02-2026 15:00,28.376058,77.315741,OZONE,14,16,15
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",24-02-2026 15:00,28.4417,77.3217,NH3,10,12,11
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",24-02-2026 15:00,28.422681,77.148944,PM2.5,42,318,197
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB",24-02-2026 15:00,28.52123,76.37138,PM10,34,83,59
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",24-02-2026 15:00,29.5364,75.0158,PM2.5,56,154,98
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",24-02-2026 15:00,29.5364,75.0158,SO2,6,22,14
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",24-02-2026 15:00,29.966942,76.875879,CO,19,56,49
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB",24-02-2026 15:00,8.8787,76.6073,NH3,1,1,1
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB",24-02-2026 15:00,8.8787,76.6073,SO2,2,85,2
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB",24-02-2026 15:00,8.8787,76.6073,OZONE,29,35,33
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB",24-02-2026 15:00,8.5637,76.8865,SO2,1,39,8
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",24-02-2026 15:00,8.5149093,76.9435879,PM2.5,24,50,33
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",24-02-2026 15:00,8.5149093,76.9435879,OZONE,5,31,16
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB",24-02-2026 15:00,10.5324,76.2159,CO,14,25,22
India,Madhya Pradesh,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",24-02-2026 15:00,23.210494,77.425409,NH3,4,17,6
India,Madhya Pradesh,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",24-02-2026 15:00,23.210494,77.425409,SO2,1,22,10
India,Madhya Pradesh,Indore,"Regional Park, Indore - IMC",24-02-2026 15:00,22.678,75.8559,PM10,NA,NA,NA
India,Madhya Pradesh,Indore,"Regional Park, Indore - IMC",24-02-2026 15:00,22.678,75.8559,SO2,13,17,14
India,Madhya Pradesh,Indore,"Residency Area, Indore - IMC",24-02-2026 15:00,22.7084,75.8815,NO2,26,26,26
India,Madhya Pradesh,Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC",24-02-2026 15:00,23.163174,79.973061,PM10,25,234,51
India,Madhya Pradesh,Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC",24-02-2026 15:00,23.163174,79.973061,NO2,8,14,10
India,Madhya Pradesh,Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC",24-02-2026 15:00,23.163174,79.973061,OZONE,5,30,16
India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",24-02-2026 15:00,23.168606,79.932247,OZONE,20,74,30
India,Madhya Pradesh,Jabalpur,"Suhagi, Jabalpur - JMC",24-02-2026 15:00,23.218135,79.95777,PM10,28,113,67
India,Madhya Pradesh,Jabalpur,"Suhagi, Jabalpur - JMC",24-02-2026 15:00,23.218135,79.95777,NH3,6,8,7
India,Madhya Pradesh,Jabalpur,"Suhagi, Jabalpur - JMC",24-02-2026 15:00,23.218135,79.95777,CO,20,104,36
India,Madhya Pradesh,Katni,"Gole Bazar, Katni - MPPCB",24-02-2026 15:00,23.50016,80.23284,CO,18,52,31
India,Madhya Pradesh,Katni,"Gole Bazar, Katni - MPPCB",24-02-2026 15:00,23.50016,80.23284,OZONE,17,104,72
India,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",24-02-2026 15:00,23.233584,77.400574,NH3,5,6,6
India,Madhya Pradesh,Gwalior,"City Center, Gwalior - MPPCB",24-02-2026 15:00,26.203442,78.193251,PM2.5,17,242,101
India,Madhya Pradesh,Gwalior,"City Center, Gwalior - MPPCB",24-02-2026 15:00,26.203442,78.193251,PM10,43,139,96
India,Madhya Pradesh,Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB",24-02-2026 15:00,26.259242,78.216432,NO2,2,12,7
India,Madhya Pradesh,Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB",24-02-2026 15:00,26.259242,78.216432,SO2,6,50,18
India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB",24-02-2026 15:00,16.802639,75.722694,PM10,61,63,62
India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB",24-02-2026 15:00,10.073232,76.302765,SO2,1,1,1
India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB",24-02-2026 15:00,10.073232,76.302765,OZONE,14,22,15
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB",24-02-2026 15:00,11.875,75.3732,NH3,2,2,2
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB",24-02-2026 15:00,12.415911,75.73505,OZONE,2,7,3
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",24-02-2026 15:00,12.21041,76.37376,PM2.5,22,48,34
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",24-02-2026 15:00,12.733409,77.298051,SO2,15,20,17
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB",24-02-2026 15:00,15.3714823,75.1160168,OZONE,19,20,19
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",24-02-2026 15:00,17.336318,76.847397,PM10,35,54,45
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",24-02-2026 15:00,17.336318,76.847397,NH3,2,3,2
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB",24-02-2026 15:00,12.921418,77.502466,NH3,3,4,4
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB",24-02-2026 15:00,13.0246342,77.5080115,NO2,20,21,21
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",24-02-2026 15:00,12.917348,77.622813,SO2,NA,NA,NA
India,Madhya Pradesh,Indore,"Airport Area, Indore - IMC",24-02-2026 15:00,22.7289,75.8076,NH3,NA,NA,NA
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB",24-02-2026 15:00,19.786089,72.757971,PM2.5,26,304,158
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB",24-02-2026 15:00,19.786089,72.757971,NO2,14,43,29
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB",24-02-2026 15:00,19.786089,72.757971,NH3,6,13,9
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB",24-02-2026 15:00,19.786089,72.757971,SO2,1,47,12
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB",24-02-2026 15:00,19.9629,79.298714,PM2.5,9,71,38
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB",24-02-2026 15:00,19.9629,79.298714,PM10,48,157,88
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB",24-02-2026 15:00,19.9629,79.298714,SO2,38,38,38
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",24-02-2026 15:00,19.9775302,79.2337086,NH3,NA,NA,NA
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB",24-02-2026 15:00,20.918946,74.776388,SO2,1,13,6
India,Madhya Pradesh,Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB",24-02-2026 15:00,23.10844,77.511428,NH3,5,8,7
India,Madhya Pradesh,Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB",24-02-2026 15:00,23.10844,77.511428,SO2,10,126,56
India,Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",24-02-2026 15:00,22.624758,75.675238,SO2,26,44,35
India,Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",24-02-2026 15:00,22.624758,75.675238,OZONE,4,121,78
India,Madhya Pradesh,Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab",24-02-2026 15:00,23.331731,75.045981,PM10,40,182,93
India,Madhya Pradesh,Sagar,"Deen Dayal Nagar, Sagar - MPPCB",24-02-2026 15:00,23.8640158,78.80289321,NO2,1,38,11
India,Madhya Pradesh,Sagar,"Deen Dayal Nagar, Sagar - MPPCB",24-02-2026 15:00,23.8640158,78.80289321,SO2,2,4,3
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB",24-02-2026 15:00,21.001264,75.565602,CO,18,40,22
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB",24-02-2026 15:00,16.6870449,74.2505872,PM2.5,33,67,44
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB",24-02-2026 15:00,16.6870449,74.2505872,NH3,3,4,4
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB",24-02-2026 15:00,16.6870449,74.2505872,CO,14,40,26
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB",24-02-2026 15:00,16.6870449,74.2505872,OZONE,6,56,27
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB",24-02-2026 15:00,16.7143745,74.2426398,SO2,NA,NA,NA
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB",24-02-2026 15:00,18.39963,76.57452,SO2,1,5,4
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB",24-02-2026 15:00,19.87562,75.38731,OZONE,11,72,38
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",24-02-2026 15:00,19.8389439,75.244448,NH3,9,12,11
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB",24-02-2026 15:00,19.16485,73.23409,PM2.5,51,144,100
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB",24-02-2026 15:00,19.16485,73.23409,NO2,14,34,24
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB",24-02-2026 15:00,20.9402359,77.7895248,NO2,7,37,15
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB",24-02-2026 15:00,20.9402359,77.7895248,SO2,5,19,9
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB",24-02-2026 15:00,20.939198,77.765701,PM10,43,116,77
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB",24-02-2026 15:00,19.10122,74.73339,NH3,5,7,6
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB",24-02-2026 15:00,19.10122,74.73339,OZONE,2,112,39
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB",24-02-2026 15:00,20.719516,77.000253,SO2,12,22,16
India,Madhya Pradesh,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",24-02-2026 15:00,24.10897,82.64558,PM2.5,96,333,220
India,Madhya Pradesh,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",24-02-2026 15:00,24.10897,82.64558,NO2,46,112,63
India,Madhya Pradesh,Ujjain,"Mahashweta Nagar, Ujjain - MPPCB",24-02-2026 15:00,23.1633321,75.800225,NH3,4,17,9
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB",24-02-2026 15:00,19.10122,74.73339,PM2.5,39,95,68
India,Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB",24-02-2026 15:00,19.175,72.9419,NO2,18,31,24
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM",24-02-2026 15:00,18.897756,72.81332,NO2,10,39,29
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM",24-02-2026 15:00,18.897756,72.81332,SO2,7,45,20
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC",24-02-2026 15:00,19.000084,72.85673,PM10,77,139,102
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC",24-02-2026 15:00,19.000084,72.85673,SO2,1,24,7
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC",24-02-2026 15:00,19.000084,72.85673,CO,14,53,36
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM",24-02-2026 15:00,19.000083,72.813993,PM2.5,NA,NA,NA
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM",24-02-2026 15:00,19.000083,72.813993,PM10,NA,NA,NA
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM",24-02-2026 15:00,19.000083,72.813993,NO2,NA,NA,NA
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",24-02-2026 15:00,19.065931,72.862131,SO2,4,10,7
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM",24-02-2026 15:00,19.23241,72.86895,OZONE,24,63,34
India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB",24-02-2026 15:00,19.2243333,72.8658113,NH3,1,8,4
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC",24-02-2026 15:00,18.9767,72.838,PM10,58,101,80
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM",24-02-2026 15:00,19.11074,72.86084,NO2,52,93,79
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB",24-02-2026 15:00,19.0364585,72.8954371,NO2,33,107,56
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB",24-02-2026 15:00,19.0364585,72.8954371,CO,12,58,36
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",24-02-2026 15:00,21.152875,79.0517531,SO2,4,77,22
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",24-02-2026 15:00,21.152875,79.0517531,OZONE,2,23,10
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB",24-02-2026 15:00,21.143383,79.048912,PM10,64,118,82
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB",24-02-2026 15:00,19.173852,77.296291,PM2.5,34,85,58
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB",24-02-2026 15:00,19.173852,77.296291,PM10,32,100,60
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB",24-02-2026 15:00,20.0073285,73.7762427,CO,20,28,24
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB",24-02-2026 15:00,20.021503,73.813844,CO,52,72,60
India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB",24-02-2026 15:00,19.10861,72.83622,PM2.5,56,88,70
India,Maharashtra,Mumbai,"Worli, Mumbai -MPCB",24-02-2026 15:00,18.994218,72.8158167,CO,18,39,26
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB",24-02-2026 15:00,21.121801,79.04952,SO2,21,74,33
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB",24-02-2026 15:00,21.121801,79.04952,CO,11,64,38
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB",24-02-2026 15:00,21.14472,79.107595,PM2.5,68,210,112
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB",24-02-2026 15:00,21.14472,79.107595,PM10,53,140,96
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB",24-02-2026 15:00,21.14472,79.107595,NH3,9,12,10
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM",24-02-2026 15:00,19.04946,72.923,CO,22,88,54
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC",24-02-2026 15:00,19.083694,72.920967,NO2,43,99,64
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC",24-02-2026 15:00,19.083694,72.920967,NH3,1,5,2
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC",24-02-2026 15:00,19.083694,72.920967,SO2,1,6,2
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB",24-02-2026 15:00,19.0632143,72.8456324,CO,1,42,8
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM",24-02-2026 15:00,19.1653323,72.922099,PM10,58,136,91
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB",24-02-2026 15:00,18.1023399,73.4783687,PM10,61,191,123
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB",24-02-2026 15:00,20.555712,74.529236,PM10,NA,NA,NA
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM",24-02-2026 15:00,19.053536,72.84643,PM2.5,95,160,126
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM",24-02-2026 15:00,19.053536,72.84643,NO2,44,79,62
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",24-02-2026 15:00,19.065931,72.862131,PM10,75,125,105
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM",24-02-2026 15:00,19.1653323,72.922099,OZONE,19,120,54
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM",24-02-2026 15:00,18.96702,72.84214,NH3,10,15,12
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB",24-02-2026 15:00,19.1878657,72.8304069,PM10,62,100,82
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM",24-02-2026 15:00,19.04946,72.923,PM2.5,66,145,91
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM",24-02-2026 15:00,19.04946,72.923,PM10,126,190,142
India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB",24-02-2026 15:00,18.91,72.82,PM2.5,45,96,68
India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB",24-02-2026 15:00,18.91,72.82,SO2,NA,NA,NA
India,Meghalaya,Shillong,"JN Stadium, Shillong - Meghalaya PCB",24-02-2026 15:00,25.5803419,91.8942571,PM10,NA,NA,NA
India,Meghalaya,Shillong,"JN Stadium, Shillong - Meghalaya PCB",24-02-2026 15:00,25.5803419,91.8942571,CO,32,36,34
India,Meghalaya,Shillong,"JN Stadium, Shillong - Meghalaya PCB",24-02-2026 15:00,25.5803419,91.8942571,OZONE,3,3,3
India,Meghalaya,Shillong,"Lumpyngngad, Shillong - Meghalaya PCB",24-02-2026 15:00,25.5586,91.8985,SO2,12,18,15
India,Mizoram,Aizawl,"Sikulpuikawn, Aizawl - Mizoram PCB",24-02-2026 15:00,23.7176342,92.7192841,PM10,57,59,58
India,Nagaland,Kohima,"PWD Junction, Kohima - NPCB",24-02-2026 15:00,25.6635413,94.0989878,PM10,35,149,53
India,Nagaland,Kohima,"PWD Junction, Kohima - NPCB",24-02-2026 15:00,25.6635413,94.0989878,CO,5,14,7
India,Odisha,Angul,"Hakimapada, Angul - OSPCB",24-02-2026 15:00,20.832874,85.104082,NO2,6,60,17
India,Odisha,Balasore,"Kalidaspur, Balasore - OSPCB",24-02-2026 15:00,21.51161,86.89088,NO2,7,20,13
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB",24-02-2026 15:00,19.95022,73.73148,SO2,14,20,17
